iteration_no,link_id,from_node_id,to_node_id,volume,travel_time
0,1,2400,38489,0,2.89776
0,2,2401,38112,0,1.03522
0,3,2402,38491,0,1.54395
0,4,2402,55001,0,1.33881
0,5,3723,38488,0,0.392391
0,6,3724,38491,0,0.765162
0,7,3725,38112,0,1.08484
0,8,3726,38490,0,1.50032
0,9,38112,2401,0,1.03522
0,10,38112,3725,0,1.08484
0,11,38112,38488,0,1.51186
0,12,38112,55001,0,1.48464
0,13,38488,3723,0,0.392391
0,14,38488,38112,0,1.51186
0,15,38488,38489,0,1.32028
0,16,38489,2400,0,2.89776
0,17,38489,38488,0,1.32028
0,18,38489,38490,0,0.150032
0,19,38490,3726,0,1.50032
0,20,38490,38489,0,0.150032
0,21,38490,38491,0,2.31049
0,22,38490,55001,0,0.825474
0,23,38491,2402,0,1.54395
0,24,38491,3724,0,0.765162
0,25,38491,38490,0,2.31049
0,26,55001,2402,0,1.33881
0,27,55001,38112,0,1.48464
0,28,55001,38490,0,0.825474
0,1,2400,38489,2763.57,2.89161
0,2,2401,38112,422.85,1.03517
0,3,2402,38491,1801.68,1.54256
0,4,2402,55001,728.13,1.33862
0,5,3723,38488,10634.7,90
0,6,3724,38491,9056.85,90
0,7,3725,38112,8481.66,90
0,8,3726,38490,7367.37,90
0,9,38112,2401,505.83,1.03515
0,10,38112,3725,10295,90
0,11,38112,38488,6128.73,90
0,12,38112,55001,3125.67,90
0,13,38488,3723,12246.8,90
0,14,38488,38112,6736.71,90
0,15,38488,38489,4706.97,90
0,16,38489,2400,3908.61,2.88546
0,17,38489,38488,6927.06,90
0,18,38489,38490,5761.62,90
0,19,38490,3726,5424.24,90
0,20,38490,38489,9126.75,90
0,21,38490,38491,5314.86,90
0,22,38490,55001,3686.88,90
0,23,38491,2402,2492.4,1.54129
0,24,38491,3724,5700.81,90
0,25,38491,38490,7980.18,90
0,26,55001,2402,683.13,1.33864
0,27,55001,38112,4413.99,90
0,28,55001,38490,2443.56,17.2229
1,1,2400,38489,1381.79,2.89622
1,2,2401,38112,211.425,1.03521
1,3,2402,38491,900.84,1.54361
1,4,2402,55001,364.065,1.33876
1,5,3723,38488,5317.34,90
1,6,3724,38491,4528.43,90
1,7,3725,38112,4240.83,90
1,8,3726,38490,3683.68,90
1,9,38112,2401,252.915,1.0352
1,10,38112,3725,5147.49,90
1,11,38112,38488,3064.36,50.6738
1,12,38112,55001,1562.84,5.10277
1,13,38488,3723,6123.39,90
1,14,38488,38112,3368.36,76.9026
1,15,38488,38489,2353.49,23.4214
1,16,38489,2400,1954.31,2.89468
1,17,38489,38488,3463.53,90
1,18,38489,38490,2880.81,6.43542
1,19,38490,3726,2712.12,49.3406
1,20,38490,38489,4563.38,50.0139
1,21,38490,38491,2657.43,69.4901
1,22,38490,55001,1843.44,5.29206
1,23,38491,2402,1246.2,1.54329
1,24,38491,3724,2850.41,31.3196
1,25,38491,38490,3990.09,90
1,26,55001,2402,341.565,1.33877
1,27,55001,38112,2206.99,20.0074
1,28,55001,38490,1221.78,1.34302
1,1,2400,38489,2763.57,2.89161
1,2,2401,38112,422.85,1.03517
1,3,2402,38491,1801.68,1.54256
1,4,2402,55001,728.13,1.33862
1,5,3723,38488,10634.7,90
1,6,3724,38491,9056.85,90
1,7,3725,38112,8481.66,90
1,8,3726,38490,7367.37,90
1,9,38112,2401,505.83,1.03515
1,10,38112,3725,10295,90
1,11,38112,38488,6143.19,90
1,12,38112,55001,3125.67,90
1,13,38488,3723,12246.8,90
1,14,38488,38112,6736.71,90
1,15,38488,38489,4706.97,90
1,16,38489,2400,3908.61,2.88546
1,17,38489,38488,6912.6,90
1,18,38489,38490,5761.62,90
1,19,38490,3726,5424.24,90
1,20,38490,38489,9112.29,90
1,21,38490,38491,5314.86,90
1,22,38490,55001,3701.34,90
1,23,38491,2402,2492.4,1.54129
1,24,38491,3724,5700.81,90
1,25,38491,38490,7980.18,90
1,26,55001,2402,683.13,1.33864
1,27,55001,38112,4428.45,90
1,28,55001,38490,2443.56,17.2229
2,1,2400,38489,1842.38,2.89502
2,2,2401,38112,281.9,1.0352
2,3,2402,38491,1201.12,1.54334
2,4,2402,55001,485.42,1.33873
2,5,3723,38488,7089.78,90
2,6,3724,38491,6037.9,90
2,7,3725,38112,5654.44,90
2,8,3726,38490,4911.58,90
2,9,38112,2401,337.22,1.03519
2,10,38112,3725,6863.32,90
2,11,38112,38488,4095.46,90
2,12,38112,55001,2083.78,15.7051
2,13,38488,3723,8164.52,90
2,14,38488,38112,4491.14,90
2,15,38488,38489,3137.98,82.6877
2,16,38489,2400,2605.74,2.89229
2,17,38489,38488,4608.4,90
2,18,38489,38490,3841.08,23.1304
2,19,38490,3726,3616.16,90
2,20,38490,38489,6074.86,90
2,21,38490,38491,3543.24,90
2,22,38490,55001,2467.56,17.9685
2,23,38491,2402,1661.6,1.54277
2,24,38491,3724,3800.54,90
2,25,38491,38490,5320.12,90
2,26,55001,2402,455.42,1.33874
2,27,55001,38112,2952.3,70.9651
2,28,55001,38490,1629.04,3.2946
2,1,2400,38489,2763.57,2.89161
2,2,2401,38112,422.85,1.03517
2,3,2402,38491,1801.68,1.54256
2,4,2402,55001,728.13,1.33862
2,5,3723,38488,10634.7,90
2,6,3724,38491,9056.85,90
2,7,3725,38112,8481.66,90
2,8,3726,38490,7367.37,90
2,9,38112,2401,505.83,1.03515
2,10,38112,3725,10295,90
2,11,38112,38488,6148.01,90
2,12,38112,55001,3125.67,90
2,13,38488,3723,12246.8,90
2,14,38488,38112,6736.71,90
2,15,38488,38489,4706.97,90
2,16,38489,2400,3908.61,2.88546
2,17,38489,38488,6907.78,90
2,18,38489,38490,5761.62,90
2,19,38490,3726,5424.24,90
2,20,38490,38489,9107.47,90
2,21,38490,38491,5314.86,90
2,22,38490,55001,3706.16,90
2,23,38491,2402,2492.4,1.54129
2,24,38491,3724,5700.81,90
2,25,38491,38490,7980.18,90
2,26,55001,2402,683.13,1.33864
2,27,55001,38112,4433.27,90
2,28,55001,38490,2443.56,17.2229
3,1,2400,38489,2072.68,2.8943
3,2,2401,38112,317.138,1.03519
3,3,2402,38491,1351.26,1.54317
3,4,2402,55001,546.098,1.3387
3,5,3723,38488,7976,90
3,6,3724,38491,6792.64,90
3,7,3725,38112,6361.25,90
3,8,3726,38490,5525.53,90
3,9,38112,2401,379.373,1.03518
3,10,38112,3725,7721.24,90
3,11,38112,38488,4611.01,90
3,12,38112,55001,2344.25,25.8953
3,13,38488,3723,9185.09,90
3,14,38488,38112,5052.53,90
3,15,38488,38489,3530.23,90
3,16,38489,2400,2931.46,2.89084
3,17,38489,38488,5180.84,90
3,18,38489,38490,4321.22,39.1763
3,19,38490,3726,4068.18,90
3,20,38490,38489,6830.6,90
3,21,38490,38491,3986.15,90
3,22,38490,55001,2779.62,30.2451
3,23,38491,2402,1869.3,1.54246
3,24,38491,3724,4275.61,90
3,25,38491,38490,5985.14,90
3,26,55001,2402,512.348,1.33872
3,27,55001,38112,3324.95,90
3,28,55001,38490,1832.67,5.17031
3,1,2400,38489,2763.57,2.89161
3,2,2401,38112,422.85,1.03517
3,3,2402,38491,1801.68,1.54256
3,4,2402,55001,728.13,1.33862
3,5,3723,38488,10634.7,90
3,6,3724,38491,9056.85,90
3,7,3725,38112,8481.66,90
3,8,3726,38490,7367.37,90
3,9,38112,2401,505.83,1.03515
3,10,38112,3725,10295,90
3,11,38112,38488,6143.19,90
3,12,38112,55001,3133.02,90
3,13,38488,3723,12246.8,90
3,14,38488,38112,6744.06,90
3,15,38488,38489,4699.62,90
3,16,38489,2400,3908.61,2.88546
3,17,38489,38488,6912.6,90
3,18,38489,38490,5754.27,90
3,19,38490,3726,5424.24,90
3,20,38490,38489,9112.29,90
3,21,38490,38491,5314.86,90
3,22,38490,55001,3701.34,90
3,23,38491,2402,2492.4,1.54129
3,24,38491,3724,5700.81,90
3,25,38491,38490,7980.18,90
3,26,55001,2402,683.13,1.33864
3,27,55001,38112,4428.45,90
3,28,55001,38490,2450.91,17.4486
4,1,2400,38489,2210.86,2.89382
4,2,2401,38112,338.28,1.03519
4,3,2402,38491,1441.34,1.54306
4,4,2402,55001,582.504,1.33869
4,5,3723,38488,8507.74,90
4,6,3724,38491,7245.48,90
4,7,3725,38112,6785.33,90
4,8,3726,38490,5893.9,90
4,9,38112,2401,404.664,1.03517
4,10,38112,3725,8235.98,90
4,11,38112,38488,4914.55,90
4,12,38112,55001,2506.42,34.5867
4,13,38488,3723,9797.42,90
4,14,38488,38112,5395.25,90
4,15,38488,38489,3759.7,90
4,16,38489,2400,3126.89,2.88989
4,17,38489,38488,5530.08,90
4,18,38489,38490,4603.42,52.0104
4,19,38490,3726,4339.39,90
4,20,38490,38489,7289.83,90
4,21,38490,38491,4251.89,90
4,22,38490,55001,2961.07,39.9784
4,23,38491,2402,1993.92,1.54225
4,24,38491,3724,4560.65,90
4,25,38491,38490,6384.14,90
4,26,55001,2402,546.504,1.3387
4,27,55001,38112,3542.76,90
4,28,55001,38490,1960.73,6.78829
4,1,2400,38489,2763.57,2.89161
4,2,2401,38112,422.85,1.03517
4,3,2402,38491,1801.68,1.54256
4,4,2402,55001,728.13,1.33862
4,5,3723,38488,10634.7,90
4,6,3724,38491,9056.85,90
4,7,3725,38112,8481.66,90
4,8,3726,38490,7367.37,90
4,9,38112,2401,505.83,1.03515
4,10,38112,3725,10295,90
4,11,38112,38488,6140.3,90
4,12,38112,55001,3137.43,90
4,13,38488,3723,12246.8,90
4,14,38488,38112,6748.47,90
4,15,38488,38489,4695.21,90
4,16,38489,2400,3908.61,2.88546
4,17,38489,38488,6915.49,90
4,18,38489,38490,5749.86,90
4,19,38490,3726,5424.24,90
4,20,38490,38489,9115.18,90
4,21,38490,38491,5314.86,90
4,22,38490,55001,3698.45,90
4,23,38491,2402,2492.4,1.54129
4,24,38491,3724,5700.81,90
4,25,38491,38490,7980.18,90
4,26,55001,2402,683.13,1.33864
4,27,55001,38112,4425.56,90
4,28,55001,38490,2455.32,17.5851
5,1,2400,38489,2302.98,2.89349
5,2,2401,38112,352.375,1.03518
5,3,2402,38491,1501.4,1.54299
5,4,2402,55001,606.775,1.33868
5,5,3723,38488,8862.23,90
5,6,3724,38491,7547.38,90
5,7,3725,38112,7068.05,90
5,8,3726,38490,6139.48,90
5,9,38112,2401,421.525,1.03517
5,10,38112,3725,8579.15,90
5,11,38112,38488,5116.92,90
5,12,38112,55001,2614.53,41.5813
5,13,38488,3723,10205.7,90
5,14,38488,38112,5623.73,90
5,15,38488,38489,3912.68,90
5,16,38489,2400,3257.18,2.88922
5,17,38489,38488,5762.91,90
5,18,38489,38490,4791.55,62.2374
5,19,38490,3726,4520.2,90
5,20,38490,38489,7595.99,90
5,21,38490,38491,4429.05,90
5,22,38490,55001,3082.04,47.734
5,23,38491,2402,2077,1.54211
5,24,38491,3724,4750.68,90
5,25,38491,38490,6650.15,90
5,26,55001,2402,569.275,1.33869
5,27,55001,38112,3687.97,90
5,28,55001,38490,2046.1,8.09272
5,1,2400,38489,2763.57,2.89161
5,2,2401,38112,422.85,1.03517
5,3,2402,38491,1801.68,1.54256
5,4,2402,55001,728.13,1.33862
5,5,3723,38488,10634.7,90
5,6,3724,38491,9056.85,90
5,7,3725,38112,8481.66,90
5,8,3726,38490,7367.37,90
5,9,38112,2401,505.83,1.03515
5,10,38112,3725,10295,90
5,11,38112,38488,6138.37,90
5,12,38112,55001,3140.37,90
5,13,38488,3723,12246.8,90
5,14,38488,38112,6751.41,90
5,15,38488,38489,4692.27,90
5,16,38489,2400,3908.61,2.88546
5,17,38489,38488,6917.42,90
5,18,38489,38490,5746.92,90
5,19,38490,3726,5424.24,90
5,20,38490,38489,9117.11,90
5,21,38490,38491,5314.86,90
5,22,38490,55001,3696.52,90
5,23,38491,2402,2492.4,1.54129
5,24,38491,3724,5700.81,90
5,25,38491,38490,7980.18,90
5,26,55001,2402,683.13,1.33864
5,27,55001,38112,4423.63,90
5,28,55001,38490,2458.26,17.6766
6,1,2400,38489,2368.77,2.89324
6,2,2401,38112,362.443,1.03518
6,3,2402,38491,1544.3,1.54293
6,4,2402,55001,624.111,1.33867
6,5,3723,38488,9115.43,90
6,6,3724,38491,7763.01,90
6,7,3725,38112,7269.99,90
6,8,3726,38490,6314.89,90
6,9,38112,2401,433.569,1.03516
6,10,38112,3725,8824.27,90
6,11,38112,38488,5261.46,90
6,12,38112,55001,2691.75,47.2356
6,13,38488,3723,10497.2,90
6,14,38488,38112,5786.92,90
6,15,38488,38489,4021.95,90
6,16,38489,2400,3350.24,2.88872
6,17,38489,38488,5929.22,90
6,18,38489,38490,4925.93,70.4531
6,19,38490,3726,4649.35,90
6,20,38490,38489,7814.67,90
6,21,38490,38491,4555.59,90
6,22,38490,55001,3168.45,53.9642
6,23,38491,2402,2136.34,1.542
6,24,38491,3724,4886.41,90
6,25,38491,38490,6840.15,90
6,26,55001,2402,585.54,1.33869
6,27,55001,38112,3791.68,90
6,28,55001,38490,2107.08,9.14837
6,1,2400,38489,2763.57,2.89161
6,2,2401,38112,422.85,1.03517
6,3,2402,38491,1801.68,1.54256
6,4,2402,55001,728.13,1.33862
6,5,3723,38488,10634.7,90
6,6,3724,38491,9056.85,90
6,7,3725,38112,8481.66,90
6,8,3726,38490,7367.37,90
6,9,38112,2401,505.83,1.03515
6,10,38112,3725,10295,90
6,11,38112,38488,6136.99,90
6,12,38112,55001,3142.47,90
6,13,38488,3723,12246.8,90
6,14,38488,38112,6753.51,90
6,15,38488,38489,4690.17,90
6,16,38489,2400,3908.61,2.88546
6,17,38489,38488,6918.8,90
6,18,38489,38490,5744.82,90
6,19,38490,3726,5424.24,90
6,20,38490,38489,9118.49,90
6,21,38490,38491,5314.86,90
6,22,38490,55001,3695.14,90
6,23,38491,2402,2492.4,1.54129
6,24,38491,3724,5700.81,90
6,25,38491,38490,7980.18,90
6,26,55001,2402,683.13,1.33864
6,27,55001,38112,4422.25,90
6,28,55001,38490,2460.36,17.7422
7,1,2400,38489,2418.12,2.89305
7,2,2401,38112,369.994,1.03518
7,3,2402,38491,1576.47,1.54289
7,4,2402,55001,637.114,1.33866
7,5,3723,38488,9305.34,90
7,6,3724,38491,7924.74,90
7,7,3725,38112,7421.45,90
7,8,3726,38490,6446.45,90
7,9,38112,2401,442.601,1.03516
7,10,38112,3725,9008.11,90
7,11,38112,38488,5369.87,90
7,12,38112,55001,2749.66,51.8647
7,13,38488,3723,10715.9,90
7,14,38488,38112,5909.32,90
7,15,38488,38489,4103.9,90
7,16,38489,2400,3420.03,2.88834
7,17,38489,38488,6053.95,90
7,18,38489,38490,5026.72,77.1504
7,19,38490,3726,4746.21,90
7,20,38490,38489,7978.68,90
7,21,38490,38491,4650.5,90
7,22,38490,55001,3233.25,59.0427
7,23,38491,2402,2180.85,1.54192
7,24,38491,3724,4988.21,90
7,25,38491,38490,6982.66,90
7,26,55001,2402,597.739,1.33868
7,27,55001,38112,3869.47,90
7,28,55001,38490,2152.82,10.0133
7,1,2400,38489,2763.57,2.89161
7,2,2401,38112,422.85,1.03517
7,3,2402,38491,1801.68,1.54256
7,4,2402,55001,728.13,1.33862
7,5,3723,38488,10634.7,90
7,6,3724,38491,9056.85,90
7,7,3725,38112,8481.66,90
7,8,3726,38490,7367.37,90
7,9,38112,2401,505.83,1.03515
7,10,38112,3725,10295,90
7,11,38112,38488,6135.96,90
7,12,38112,55001,3144.05,90
7,13,38488,3723,12246.8,90
7,14,38488,38112,6755.09,90
7,15,38488,38489,4688.6,90
7,16,38489,2400,3908.61,2.88546
7,17,38489,38488,6919.83,90
7,18,38489,38490,5743.25,90
7,19,38490,3726,5424.24,90
7,20,38490,38489,9119.52,90
7,21,38490,38491,5314.86,90
7,22,38490,55001,3694.11,90
7,23,38491,2402,2492.4,1.54129
7,24,38491,3724,5700.81,90
7,25,38491,38490,7980.18,90
7,26,55001,2402,683.13,1.33864
7,27,55001,38112,4421.22,90
7,28,55001,38490,2461.94,17.7915
8,1,2400,38489,2456.51,2.8929
8,2,2401,38112,375.867,1.03518
8,3,2402,38491,1601.49,1.54286
8,4,2402,55001,647.227,1.33866
8,5,3723,38488,9453.04,90
8,6,3724,38491,8050.53,90
8,7,3725,38112,7539.25,90
8,8,3726,38490,6548.77,90
8,9,38112,2401,449.627,1.03516
8,10,38112,3725,9151.09,90
8,11,38112,38488,5454.19,90
8,12,38112,55001,2794.71,55.7082
8,13,38488,3723,10886,90
8,14,38488,38112,6004.52,90
8,15,38488,38489,4167.64,90
8,16,38489,2400,3474.32,2.88804
8,17,38489,38488,6150.96,90
8,18,38489,38490,5105.11,82.6938
8,19,38490,3726,4821.55,90
8,20,38490,38489,8106.24,90
8,21,38490,38491,4724.32,90
8,22,38490,55001,3283.65,63.2461
8,23,38491,2402,2215.47,1.54185
8,24,38491,3724,5067.39,90
8,25,38491,38490,7093.49,90
8,26,55001,2402,607.227,1.33868
8,27,55001,38112,3929.97,90
8,28,55001,38490,2188.39,10.7318
8,1,2400,38489,2763.57,2.89161
8,2,2401,38112,422.85,1.03517
8,3,2402,38491,1801.68,1.54256
8,4,2402,55001,728.13,1.33862
8,5,3723,38488,10634.7,90
8,6,3724,38491,9056.85,90
8,7,3725,38112,8481.66,90
8,8,3726,38490,7367.37,90
8,9,38112,2401,505.83,1.03515
8,10,38112,3725,10295,90
8,11,38112,38488,6135.16,90
8,12,38112,55001,3145.27,90
8,13,38488,3723,12246.8,90
8,14,38488,38112,6756.31,90
8,15,38488,38489,4687.37,90
8,16,38489,2400,3908.61,2.88546
8,17,38489,38488,6920.63,90
8,18,38489,38490,5742.02,90
8,19,38490,3726,5424.24,90
8,20,38490,38489,9120.32,90
8,21,38490,38491,5314.86,90
8,22,38490,55001,3693.31,90
8,23,38491,2402,2492.4,1.54129
8,24,38491,3724,5700.81,90
8,25,38491,38490,7980.18,90
8,26,55001,2402,683.13,1.33864
8,27,55001,38112,4420.42,90
8,28,55001,38490,2463.16,17.8299
9,1,2400,38489,2487.21,2.89278
9,2,2401,38112,380.565,1.03518
9,3,2402,38491,1621.51,1.54283
9,4,2402,55001,655.317,1.33865
9,5,3723,38488,9571.2,90
9,6,3724,38491,8151.17,90
9,7,3725,38112,7633.49,90
9,8,3726,38490,6630.63,90
9,9,38112,2401,455.247,1.03516
9,10,38112,3725,9265.48,90
9,11,38112,38488,5521.64,90
9,12,38112,55001,2830.74,58.9428
9,13,38488,3723,11022.1,90
9,14,38488,38112,6080.68,90
9,15,38488,38489,4218.63,90
9,16,38489,2400,3517.75,2.8878
9,17,38489,38488,6228.57,90
9,18,38489,38490,5167.82,87.3477
9,19,38490,3726,4881.82,90
9,20,38490,38489,8208.29,90
9,21,38490,38491,4783.37,90
9,22,38490,55001,3323.98,66.7749
9,23,38491,2402,2243.16,1.5418
9,24,38491,3724,5130.73,90
9,25,38491,38490,7182.16,90
9,26,55001,2402,614.817,1.33867
9,27,55001,38112,3978.38,90
9,28,55001,38490,2216.84,11.3368
9,1,2400,38489,2763.57,2.89161
9,2,2401,38112,422.85,1.03517
9,3,2402,38491,1801.68,1.54256
9,4,2402,55001,728.13,1.33862
9,5,3723,38488,10634.7,90
9,6,3724,38491,9056.85,90
9,7,3725,38112,8481.66,90
9,8,3726,38490,7367.37,90
9,9,38112,2401,505.83,1.03515
9,10,38112,3725,10295,90
9,11,38112,38488,6134.51,90
9,12,38112,55001,3146.25,90
9,13,38488,3723,12246.8,90
9,14,38488,38112,6757.29,90
9,15,38488,38489,4686.39,90
9,16,38489,2400,3908.61,2.88546
9,17,38489,38488,6921.28,90
9,18,38489,38490,5741.04,90
9,19,38490,3726,5424.24,90
9,20,38490,38489,9120.97,90
9,21,38490,38491,5314.86,90
9,22,38490,55001,3692.66,90
9,23,38491,2402,2492.4,1.54129
9,24,38491,3724,5700.81,90
9,25,38491,38490,7980.18,90
9,26,55001,2402,683.13,1.33864
9,27,55001,38112,4419.77,90
9,28,55001,38490,2464.14,17.8607
10,1,2400,38489,2763.57,2.89161
10,2,2401,38112,422.85,1.03517
10,3,2402,38491,1801.68,1.54256
10,4,2402,55001,728.13,1.33862
10,5,3723,38488,10634.7,90
10,6,3724,38491,9056.85,90
10,7,3725,38112,8481.66,90
10,8,3726,38490,7367.37,90
10,9,38112,2401,505.83,1.03515
10,10,38112,3725,10295,90
10,11,38112,38488,6134.51,90
10,12,38112,55001,3146.25,90
10,13,38488,3723,12246.8,90
10,14,38488,38112,6757.29,90
10,15,38488,38489,4686.39,90
10,16,38489,2400,3908.61,2.88546
10,17,38489,38488,6921.28,90
10,18,38489,38490,5741.04,90
10,19,38490,3726,5424.24,90
10,20,38490,38489,9120.97,90
10,21,38490,38491,5314.86,90
10,22,38490,55001,3692.66,90
10,23,38491,2402,2492.4,1.54129
10,24,38491,3724,5700.81,90
10,25,38491,38490,7980.18,90
10,26,55001,2402,683.13,1.33864
10,27,55001,38112,4419.77,90
10,28,55001,38490,2464.14,17.8607
